bird_name,item_taxon,diet_percentage
Savannah Sparrow,Tracheophyta [vascular plants],63.298333333333325
Savannah Sparrow,Unid. Animalia,22.5
Fox Sparrow,Tracheophyta [vascular plants],67.35
Fox Sparrow,Unid. Animalia,31.25
Fox Sparrow,Unid. Non-biological,1.4
Song Sparrow,Arthropoda [arthropods],24.630180345454548
Song Sparrow,Tracheophyta [vascular plants],44.54254692727273
Song Sparrow,Unid. Animalia,9.818181818181818
Lincoln's Sparrow,Arthropoda [arthropods],40
Lincoln's Sparrow,Tracheophyta [vascular plants],58.00000000000001
Lincoln's Sparrow,Unid. Animalia,2
Swamp Sparrow,Arthropoda [arthropods],9.64
Swamp Sparrow,Tracheophyta [vascular plants],57.96
Swamp Sparrow,Unid. Animalia,32.4
White-throated Sparrow,Arthropoda [arthropods],17
White-throated Sparrow,Tracheophyta [vascular plants],81
White-throated Sparrow,Unid. Animalia,2
White-crowned Sparrow,Arthropoda [arthropods],21.000000000000004
White-crowned Sparrow,Tracheophyta [vascular plants],75.00000000000001
White-crowned Sparrow,Unid. Animalia,4
Golden-crowned Sparrow,Tracheophyta [vascular plants],98.525
Golden-crowned Sparrow,Unid. Animalia,1.25
Dark-eyed Junco,Arthropoda [arthropods],24.70625
Dark-eyed Junco,Tracheophyta [vascular plants],58.01875000000001
Dark-eyed Junco,Unid. Animalia,16.349999999999998
Dark-eyed Junco,Unid. Non-biological,1.11875
Lapland Longspur,Arthropoda [arthropods],24.608815425
Lapland Longspur,Tracheophyta [vascular plants],71.997933875
Lapland Longspur,Unid. Animalia,3.25
Snow Bunting,Tracheophyta [vascular plants],95.5
Snow Bunting,Unid. Animalia,4.5
Black-headed Grosbeak,Arthropoda [arthropods],55.40312500000001
Black-headed Grosbeak,Tracheophyta [vascular plants],24.08020833333333
Black-headed Grosbeak,Unid. Animalia,20.28333333333333
Lazuli Bunting,Tracheophyta [vascular plants],58.5
Lazuli Bunting,Unid. Animalia,41.5
Red-winged Blackbird,Arthropoda [arthropods],78.21058502
Red-winged Blackbird,Tracheophyta [vascular plants],8.173
Red-winged Blackbird,Unid. Non-biological,12.336
Western Meadowlark,Arthropoda [arthropods],63.16533333333336
Western Meadowlark,Tracheophyta [vascular plants],28.27777777777778
Western Meadowlark,Unid. Animalia,8.206666666666669
Yellow-headed Blackbird,Arthropoda [arthropods],75.35498745
Yellow-headed Blackbird,Tracheophyta [vascular plants],23.273273250000003
Yellow-headed Blackbird,Unid. Unknown,1.371742
Brewer's Blackbird,Arthropoda [arthropods],28.30263157894737
Brewer's Blackbird,Tracheophyta [vascular plants],57.42105263157894
Brewer's Blackbird,Unid. Animalia,10.910526315789474
Brown-headed Cowbird,Arthropoda [arthropods],4.026923076923077
Brown-headed Cowbird,Tracheophyta [vascular plants],83.72807235384614
Brown-headed Cowbird,Unid. Animalia,8.799600384615385
Brown-headed Cowbird,Unid. Unknown,3.287712307692308
Bullock's Oriole,Arthropoda [arthropods],34
Bullock's Oriole,Tracheophyta [vascular plants],6.366666666666667
Bullock's Oriole,Unid. Animalia,45.16666666666666
Pine Grosbeak,Arthropoda [arthropods],33.2
Pine Grosbeak,Tracheophyta [vascular plants],63.19999999999999
Pine Grosbeak,Unid. Animalia,3.6
Purple Finch,Arthropoda [arthropods],45.5
Purple Finch,Tracheophyta [vascular plants],38.14999999999999
Purple Finch,Unid. Animalia,11.95
Purple Finch,Unid. Non-biological,4.425
House Finch,Tracheophyta [vascular plants],97.1
House Finch,Unid. Animalia,3.0800000000000005
Red Crossbill,Tracheophyta [vascular plants],94.75
Red Crossbill,Unid. Animalia,5.25
Pine Siskin,Arthropoda [arthropods],20
Pine Siskin,Tracheophyta [vascular plants],50.4
Pine Siskin,Unid. Animalia,29.600000000000005
American Goldfinch,Arthropoda [arthropods],25.78571428571429
American Goldfinch,Tracheophyta [vascular plants],62.57142857142857
American Goldfinch,Unid. Animalia,8.142857142857144
Evening Grosbeak,Arthropoda [arthropods],16.666666666666668
Evening Grosbeak,Tracheophyta [vascular plants],53.333333333333336
Evening Grosbeak,Unid. Animalia,29.55
House Sparrow,Arthropoda [arthropods],32.5
House Sparrow,Tracheophyta [vascular plants],66.5
House Sparrow,Unid. Animalia,1
Ross's Goose,Tracheophyta [vascular plants],100
Northern Bobwhite,Arthropoda [arthropods],8.914833333333334
Northern Bobwhite,Tracheophyta [vascular plants],82.13094444444445
Northern Bobwhite,Unid. Animalia,3.913333333333333
Northern Bobwhite,Unid. Unknown,3.629444444444444
Yellow-billed Loon,Chordata [chordates],99.34
Clark's Grebe,Arthropoda [arthropods],100
American White Pelican,Arthropoda [arthropods],22.956666666666667
American White Pelican,Chordata [chordates],70.87333333333332
American White Pelican,Unid. Animalia,9.836666666666666
Cattle Egret,Annelida [annelids],4.761081081081081
Cattle Egret,Arthropoda [arthropods],63.50013513513511
Cattle Egret,Chordata [chordates],28.875675675675684
Cattle Egret,Unid. Animalia,2.284864864864865
Black-crowned Night-Heron,Arthropoda [arthropods],7.15
Black-crowned Night-Heron,Chordata [chordates],93
Red-shouldered Hawk,Arthropoda [arthropods],3.8366666666666673
Red-shouldered Hawk,Chordata [chordates],68.79858156666668
Red-shouldered Hawk,Unid. Animalia,26.334751766666667
Prairie Falcon,Arthropoda [arthropods],2.7
Prairie Falcon,Chordata [chordates],91.55000025
Prairie Falcon,Unid. Animalia,5.6375
Black Tern,Arthropoda [arthropods],70.5
Black Tern,Chordata [chordates],19
Black Tern,Unid. Animalia,10.5
Great Gray Owl,Chordata [chordates],99.9150987
Long-eared Owl,Chordata [chordates],99.4271558981132
Dusky Flycatcher,Arthropoda [arthropods],90.3
Dusky Flycatcher,Tracheophyta [vascular plants],8.200000000000001
Say's Phoebe,Arthropoda [arthropods],99.42
Western Kingbird,Arthropoda [arthropods],91.07
Western Kingbird,Tracheophyta [vascular plants],8.690000000000001
Eastern Kingbird,Arthropoda [arthropods],22.2325
Eastern Kingbird,Tracheophyta [vascular plants],16.767500000000002
Eastern Kingbird,Unid. Animalia,61
Bank Swallow,Arthropoda [arthropods],99
Bank Swallow,Tracheophyta [vascular plants],1
White-breasted Nuthatch,Arthropoda [arthropods],24.7
White-breasted Nuthatch,Tracheophyta [vascular plants],71.80000000000001
White-breasted Nuthatch,Unid. Animalia,3.5000000000000004
Nashville Warbler,Arthropoda [arthropods],81.82166666666667
Nashville Warbler,Tracheophyta [vascular plants],5.75
Nashville Warbler,Unid. Animalia,12.341666666666669
Yellow-breasted Chat,Arthropoda [arthropods],8
Yellow-breasted Chat,Tracheophyta [vascular plants],92
American Tree Sparrow,Arthropoda [arthropods],2.6655555555555552
American Tree Sparrow,Tracheophyta [vascular plants],71.22277777777776
American Tree Sparrow,Unid. Animalia,26.03333333333333
Vesper Sparrow,Arthropoda [arthropods],49.47218678749999
Vesper Sparrow,Tracheophyta [vascular plants],41.27781315
Vesper Sparrow,Unid. Non-biological,4.125
Vesper Sparrow,Unid. Unknown,5.875
Harris's Sparrow,Arthropoda [arthropods],2
Harris's Sparrow,Tracheophyta [vascular plants],92
Harris's Sparrow,Unid. Animalia,6
Rusty Blackbird,Arthropoda [arthropods],7.666666666666667
Rusty Blackbird,Tracheophyta [vascular plants],32.69696966666667
Rusty Blackbird,Unid. Animalia,48.02020166666667
Rusty Blackbird,Unid. Unknown,11.616161666666668
Common Redpoll,Tracheophyta [vascular plants],99.66666666666669
Spruce Grouse,Arthropoda [arthropods],2.2546153846153847
Spruce Grouse,Tracheophyta [vascular plants],96.17538461538462
White-tailed Ptarmigan,Bryophyta [mosses],3.75
White-tailed Ptarmigan,Tracheophyta [vascular plants],97.5
American Three-toed Woodpecker,Arthropoda [arthropods],94.85
American Three-toed Woodpecker,Tracheophyta [vascular plants],4.92
Black-backed Woodpecker,Arthropoda [arthropods],95.97469999999998
Black-backed Woodpecker,Unid. Animalia,4
Mountain Chickadee,Arthropoda [arthropods],94.62
Mountain Chickadee,Unid. Unknown,4.35
Mountain Bluebird,Arthropoda [arthropods],94.93907565
Mountain Bluebird,Unid. Animalia,5.01092435
Veery,Arthropoda [arthropods],84.53333333333333
Veery,Mollusca [molluscs],2.3000000000000003
Veery,Tracheophyta [vascular plants],12.866666666666667
American Redstart,Arthropoda [arthropods],96.7
American Redstart,Unid. Animalia,2.4285714285714284
White-winged Crossbill,Arthropoda [arthropods],25
White-winged Crossbill,Tracheophyta [vascular plants],68
White-winged Crossbill,Unid. Animalia,7.000000000000001
Boreal Owl,Arthropoda [arthropods],4.75
Boreal Owl,Chordata [chordates],94.4999755
Lewis's Woodpecker,Arthropoda [arthropods],12.709309666666668
Lewis's Woodpecker,Tracheophyta [vascular plants],61.02402433333333
Lewis's Woodpecker,Unid. Animalia,26.33333333333333
Rock Wren,Arthropoda [arthropods],99.73357025
Chukar,Arthropoda [arthropods],10.283333333333331
Chukar,Chordata [chordates],1.3333333333333333
Chukar,Tracheophyta [vascular plants],88.39999999999999
Gray Partridge,Arthropoda [arthropods],1.5507142857142855
Gray Partridge,Tracheophyta [vascular plants],79.79
Gray Partridge,Unid. Animalia,1.2142857142857142
Gray Partridge,Unid. Non-biological,17.405714285714286
Dusky Grouse,Arthropoda [arthropods],5.891000000000004
Dusky Grouse,Tracheophyta [vascular plants],92.7
Dusky Grouse,Unid. Animalia,1.4
Flammulated Owl,Unid. Animalia,100
Common Poorwill,Arthropoda [arthropods],100
Acorn Woodpecker,Arthropoda [arthropods],28.93167685
Acorn Woodpecker,Tracheophyta [vascular plants],69.42276516666668
Acorn Woodpecker,Unid. Plantae,1.628891
Williamson's Sapsucker,Arthropoda [arthropods],89.4
Williamson's Sapsucker,Tracheophyta [vascular plants],10.375
White-headed Woodpecker,Arthropoda [arthropods],92.07499985
White-headed Woodpecker,Tracheophyta [vascular plants],7.399999999999999
Least Flycatcher,Arthropoda [arthropods],84.186
Least Flycatcher,Tracheophyta [vascular plants],11.014
Least Flycatcher,Unid. Animalia,4.8
Ash-throated Flycatcher,Arthropoda [arthropods],96.1522472
Ash-throated Flycatcher,Tracheophyta [vascular plants],3.92
Loggerhead Shrike,Arthropoda [arthropods],70.92307692307693
Loggerhead Shrike,Chordata [chordates],22.61538461538462
Black-billed Magpie,Arthropoda [arthropods],14.948571428571425
Black-billed Magpie,Chordata [chordates],4.105714285714286
Black-billed Magpie,Tracheophyta [vascular plants],39.76857142857144
Black-billed Magpie,Unid. Animalia,40.59142857142857
Pygmy Nuthatch,Arthropoda [arthropods],82
Pygmy Nuthatch,Tracheophyta [vascular plants],18
Canyon Wren,Arthropoda [arthropods],100.00000003333334
Gray Catbird,Arthropoda [arthropods],14.871428571428572
Gray Catbird,Tracheophyta [vascular plants],61.70000000000001
Gray Catbird,Unid. Animalia,23.285714285714285
Brewer's Sparrow,Arthropoda [arthropods],55.40000000000001
Brewer's Sparrow,Tracheophyta [vascular plants],19.8
Brewer's Sparrow,Unid. Non-biological,16
Brewer's Sparrow,Unid. Unknown,9.4
Lark Sparrow,Arthropoda [arthropods],27
Lark Sparrow,Tracheophyta [vascular plants],73
Lesser Goldfinch,Tracheophyta [vascular plants],97.56
Lesser Goldfinch,Unid. Animalia,2
Sharp-tailed Grouse,Arthropoda [arthropods],9.328571428571427
Sharp-tailed Grouse,Tracheophyta [vascular plants],87.90357142857144
Sharp-tailed Grouse,Unid. Animalia,1.9285714285714288
Swainson's Hawk,Arthropoda [arthropods],9.318471764285716
Swainson's Hawk,Chordata [chordates],80.13537440714288
Swainson's Hawk,Unid. Animalia,10.531868128571428
American Avocet,Tracheophyta [vascular plants],36
American Avocet,Unid. Animalia,64.00000000000001
Boreal Chickadee,Arthropoda [arthropods],93.5
Boreal Chickadee,Chordata [chordates],3.5000000000000004
Boreal Chickadee,Tracheophyta [vascular plants],3
Northern Waterthrush,Annelida [annelids],1.02
Northern Waterthrush,Arthropoda [arthropods],95.4
Northern Waterthrush,Mollusca [molluscs],1.34
Grasshopper Sparrow,Annelida [annelids],1.219512
Grasshopper Sparrow,Arthropoda [arthropods],80.2804885
Grasshopper Sparrow,Tracheophyta [vascular plants],18.5
Bobolink,Arthropoda [arthropods],12.000000000000002
Bobolink,Tracheophyta [vascular plants],53.470000000000006
Bobolink,Unid. Animalia,34.6
Ferruginous Hawk,Arthropoda [arthropods],4.121923075
Ferruginous Hawk,Chordata [chordates],95.46107107000002
Blue Jay,Arthropoda [arthropods],27
Blue Jay,Tracheophyta [vascular plants],46.75
Blue Jay,Unid. Animalia,17.7375
Blue Jay,Unid. Plantae,8.512500000000001
Greater Sage-Grouse,Arthropoda [arthropods],8.075897435897437
Greater Sage-Grouse,Cnidaria [cnidarians],1.198717948717949
Greater Sage-Grouse,Tracheophyta [vascular plants],92.41907692307691
White-faced Ibis,Annelida [annelids],2.162857142857143
White-faced Ibis,Arthropoda [arthropods],58.471428571428575
White-faced Ibis,Mollusca [molluscs],37.50714285714286
White-faced Ibis,Unid. Animalia,1.8571428571428568
Burrowing Owl,Arthropoda [arthropods],78.31666666666666
Burrowing Owl,Chordata [chordates],16.51166666666667
Burrowing Owl,Unid. Animalia,5.050000000000001
Northern Mockingbird,Arthropoda [arthropods],34.734763
Northern Mockingbird,Tracheophyta [vascular plants],57.6890519
Northern Mockingbird,Unid. Unknown,7.392776500000001
Tricolored Blackbird,Arthropoda [arthropods],51.18333333333333
Tricolored Blackbird,Mollusca [molluscs],1.7083333333333333
Tricolored Blackbird,Tracheophyta [vascular plants],29.89166666666667
Tricolored Blackbird,Unid. Animalia,15.058333333333332
Tricolored Blackbird,Unid. Non-biological,2.333333333333333
