bird_name,item_taxon,diet_percentage
Ruffed Grouse,"Rosales [roses, elms, figs, and allies]",11.611904761904762
Ruffed Grouse,"Sapindales [soapberries, cashews, mahoganies, and allies]",2.401904761904762
Ruffed Grouse,Unid. Magnoliopsida,7.54047619047619
Ruffed Grouse,Unid. Tracheophyta,12.984523809523813
Ruffed Grouse,Unid. Unknown,1.3619047619047615
Ruffed Grouse,Vitales,4.070714285714285
Wild Turkey,"Asparagales [agaves, orchids, irises, and allies]",1.0515625000000002
Wild Turkey,"Asterales [asters, bellflowers, fanflowers, and allies]",4.1703125
Wild Turkey,"Brassicales [mustards, capers, and allies]",1.43125
Wild Turkey,"Ericales [heathers, balsams, primroses, and allies]",3.559375
Wild Turkey,"Fabales [legumes, milkworts, and allies]",1.8056250000000005
Wild Turkey,"Fagales [beeches, oaks, walnuts, and allies]",5.6609375
Wild Turkey,Pinales [conifers],8.0175
Wild Turkey,"Poales [grasses, sedges, and allies]",29.231875
Wild Turkey,"Rosales [roses, elms, figs, and allies]",4.1328125
Wild Turkey,Unid. Animalia,6.87284375
Wild Turkey,Unid. Magnoliopsida,10.551875
Wild Turkey,Unid. Tracheophyta,16.601874999999996
Mountain Quail,"Caryophyllales [pinks, cactuses, and allies]",2.402
Mountain Quail,"Fabales [legumes, milkworts, and allies]",5.246
Mountain Quail,"Poales [grasses, sedges, and allies]",1.698
Mountain Quail,"Rosales [roses, elms, figs, and allies]",1.414
Mountain Quail,"Sapindales [soapberries, cashews, mahoganies, and allies]",5.836
Mountain Quail,Unid. Animalia,3.6000000000000005
Mountain Quail,Unid. Tracheophyta,76.4
California Quail,"Asterales [asters, bellflowers, fanflowers, and allies]",2.4906610148148154
California Quail,Boraginales,3.828199607407407
California Quail,"Caryophyllales [pinks, cactuses, and allies]",14.552423570370369
California Quail,"Fabales [legumes, milkworts, and allies]",10.955977385185186
California Quail,"Geraniales [geraniums, bridal wreaths, and allies]",3.4003138370370376
California Quail,"Hymenoptera [ants, bees, wasps, and sawflies]",1.867088496296296
California Quail,"Poales [grasses, sedges, and allies]",24.22748140740741
California Quail,"Solanales [nightshades, bindweeds, gooseweeds, and allies]",1.208148148148148
California Quail,Unid. Magnoliopsida,5.8921359703703695
California Quail,Unid. Non-biological,9.22777777777778
California Quail,Unid. Tracheophyta,16.403703703703705
Red-throated Loon,Clupeiformes [herrings],10
Red-throated Loon,Gadiformes [cods],54
Red-throated Loon,Gasterosteiformes [sticklebacks and seamoths],12
Red-throated Loon,Perciformes [perch-like fishes],14.000000000000002
Red-throated Loon,Unid. Teleostei,10
Pied-billed Grebe,Decapoda [decapods],46.2962963
Pied-billed Grebe,Odonata [dragonflies and damselflies],3.7037037
Pied-billed Grebe,Perciformes [perch-like fishes],14.000000000000002
Pied-billed Grebe,Siluriformes [catfishes],36
Horned Grebe,Coleoptera [beetles],10.15
Horned Grebe,Coleoptera larva [beetles],6.190000000000001
Horned Grebe,Diplostraca [clam shrimps and water fleas],4.7
Horned Grebe,Diptera [flies],2.6900000000000004
Horned Grebe,Diptera larva [flies],11.079999999999998
Horned Grebe,Diptera pupa [flies],10.195
Horned Grebe,Gasterosteiformes [sticklebacks and seamoths],8.27
Horned Grebe,Osmeriformes [smelts and allies],9.56
Horned Grebe,Perciformes [perch-like fishes],7.74
Horned Grebe,Trichoptera [caddisflies],4.3
Horned Grebe,Trichoptera larva [caddisflies],3.59
Horned Grebe,Unid. Cephalocarida,1.77
Horned Grebe,Unid. Insecta,9.05
Horned Grebe,Unid. Insecta larva,1.52
Horned Grebe,Unid. Polychaeta,2.3
Horned Grebe,Unid. Teleostei,1.7
Horned Grebe,Unid. Unknown,1.0699999999999998
Red-necked Grebe,Clupeiformes [herrings],1.7857142857142858
Red-necked Grebe,Coleoptera [beetles],22.11142857142857
Red-necked Grebe,Coleoptera larva [beetles],2.4385714285714286
Red-necked Grebe,Gasterosteiformes [sticklebacks and seamoths],1.7857142857142858
Red-necked Grebe,"Hemiptera [true bugs, hoppers, aphids, and allies]",3.0371428571428574
Red-necked Grebe,Osmeriformes [smelts and allies],12.685714285714283
Red-necked Grebe,Perciformes [perch-like fishes],45.75714285714286
Red-necked Grebe,Scorpaeniformes [mail-cheeked fishes],1.7857142857142858
Red-necked Grebe,Siluriformes [catfishes],2.0000000000000004
Red-necked Grebe,Unid. Teleostei,5.5
Eared Grebe,Anostraca [fairy shrimp],93.9
Eared Grebe,Diptera larva [flies],3.82
Eared Grebe,Diptera pupa [flies],1.4400000000000002
Western Grebe,Ascaridida,3
Western Grebe,Coleoptera [beetles],5.500000000000001
Western Grebe,Diptera larva [flies],1
Western Grebe,"Hemiptera [true bugs, hoppers, aphids, and allies]",2
Western Grebe,"Orthoptera [grasshoppers, crickets, and katydids]",2
Western Grebe,Patellogastropoda [true limpets],1
Western Grebe,Perciformes [perch-like fishes],77
Western Grebe,Siluriformes [catfishes],4
Western Grebe,Unid. Non-biological,6
Western Grebe,Unid. Tracheophyta,4
Brown Pelican,Clupeiformes [herrings],47.6
Brown Pelican,Mugiliformes [mullets],3.9
Brown Pelican,Perciformes [perch-like fishes],13.525
Brown Pelican,Unid. Teleostei,34
Double-crested Cormorant,Batrachoidiformes [toadfishes],3.4023668639053253
Double-crested Cormorant,Clupeiformes [herrings],17.25106508875739
Double-crested Cormorant,"Cypriniformes [minnows, suckers, carps, and loaches]",7.788461538461536
Double-crested Cormorant,Decapoda [decapods],3.161775147928993
Double-crested Cormorant,Gadiformes [cods],1.6059171597633135
Double-crested Cormorant,Gasterosteiformes [sticklebacks and seamoths],3.0024852071005914
Double-crested Cormorant,Osmeriformes [smelts and allies],6.178579881656806
Double-crested Cormorant,Perciformes [perch-like fishes],45.72917159763317
Double-crested Cormorant,"Salmoniformes [salmons, trouts, and whitefishes]",1.8328402366863903
Double-crested Cormorant,Scorpaeniformes [mail-cheeked fishes],2.419526627218935
Double-crested Cormorant,Siluriformes [catfishes],1.275266272189349
Double-crested Cormorant,Unid. Animalia,2.2958579881656807
Pelagic Cormorant,Decapoda [decapods],9.7
Pelagic Cormorant,Perciformes [perch-like fishes],38.85
Pelagic Cormorant,Scorpaeniformes [mail-cheeked fishes],30
Pelagic Cormorant,Unid. Chordata,21.45
Great Blue Heron,Decapoda [decapods],32.5
Great Blue Heron,Unid. Gastropoda,1.37
Great Blue Heron,Unid. Teleostei,65.25
Great Egret,Characiformes [characins],10.65
Great Egret,Clupeiformes [herrings],16.666666666666668
Great Egret,Coleoptera [beetles],6.966666666666668
Great Egret,"Cyprinodontiformes [rivulines, killifishes, and livebearers]",3.983333333333334
Great Egret,Decapoda [decapods],5.816666666666666
Great Egret,"Hemiptera [true bugs, hoppers, aphids, and allies]",2.6166666666666667
Great Egret,Odonata [dragonflies and damselflies],4.083333333333333
Great Egret,Perciformes [perch-like fishes],1.9000000000000004
Great Egret,Unid. Animalia,1.7666666666666668
Great Egret,Unid. Arthropoda,1.4166666666666667
Great Egret,Unid. Teleostei,40.833333333333336
Green Heron,Anura [frogs and toads],14.757142857142856
Green Heron,Caudata [salamanders],14.285714285714286
Green Heron,Clupeiformes [herrings],4.285714285714286
Green Heron,"Cyprinodontiformes [rivulines, killifishes, and livebearers]",5.571428571428571
Green Heron,Decapoda [decapods],8.000000000000002
Green Heron,Esociformes juvenile,4.757142857142858
Green Heron,Lepidoptera larva [caterpillars],1.1857142857142855
Green Heron,Odonata nymph [dragonflies and damselflies],4.757142857142858
Green Heron,"Orthoptera [grasshoppers, crickets, and katydids]",9.528571428571428
Green Heron,Perciformes juvenile [perch-like fishes],21.428571428571427
Green Heron,Unid. Chordata,11.428571428571429
Turkey Vulture,Artiodactyla [even-toed ungulates],13.69474002857143
Turkey Vulture,Artiodactyla juvenile [even-toed ungulates],3.1386661714285715
Turkey Vulture,Carnivora [carnivorans],11.415707
Turkey Vulture,Cingulata [armadillos],1.5625
Turkey Vulture,Coleoptera [beetles],1.0571428571428574
Turkey Vulture,Galliformes [landfowl],1.8751093285714284
Turkey Vulture,Lagomorpha [lagomorphs],5.166545185714286
Turkey Vulture,Passeriformes [perching birds],1.1047619
Turkey Vulture,Rodentia [rodents],26.1661686
Turkey Vulture,Squamata [squamates],7.696428571428572
Turkey Vulture,Unid. Animalia,1.1095238142857142
Turkey Vulture,Unid. Aves,2.271428571428572
Turkey Vulture,Unid. Mammalia,14.955357142857142
Osprey,Batrachoidiformes [toadfishes],1.1133333333333333
Osprey,Clupeiformes [herrings],24.896666666666665
Osprey,"Cypriniformes [minnows, suckers, carps, and loaches]",29
Osprey,Perciformes [perch-like fishes],15.579999999999998
Osprey,Pleuronectiformes [flatfishes],1.1933333333333334
Osprey,"Salmoniformes [salmons, trouts, and whitefishes]",9.333333333333332
Osprey,Siluriformes [catfishes],15.236666666666666
Osprey,Unid. Teleostei,2.6666666666666665
White-tailed Kite,Rodentia [rodents],80.98580858333334
White-tailed Kite,Unid. Mammalia,17.76666666666667
Bald Eagle,Anseriformes [waterfowl],9.843854956756756
Bald Eagle,Artiodactyla [even-toed ungulates],3.301482237837837
Bald Eagle,Charadriiformes [shorebirds and allies],5.962373224324326
Bald Eagle,Clupeiformes [herrings],6.78777862972973
Bald Eagle,"Cypriniformes [minnows, suckers, carps, and loaches]",8.028518267567568
Bald Eagle,Esociformes,1.3264379162162163
Bald Eagle,Gadiformes [cods],1.6560540540540538
Bald Eagle,"Gruiformes [cranes, rails, and allies]",1.928030167567568
Bald Eagle,Lagomorpha [lagomorphs],3.691907594594594
Bald Eagle,"Pelecaniformes [pelicans, herons, ibises, and allies]",1.423468991891892
Bald Eagle,Perciformes [perch-like fishes],6.311515356756755
Bald Eagle,Procellariiformes [tubenoses],1.1513513513513514
Bald Eagle,Rodentia [rodents],1.7897086513513518
Bald Eagle,"Salmoniformes [salmons, trouts, and whitefishes]",2.902702702702703
Bald Eagle,Scorpaeniformes [mail-cheeked fishes],2.315648648648649
Bald Eagle,Siluriformes [catfishes],12.52378430810811
Bald Eagle,Unid. Aves,6.007848267567568
Bald Eagle,Unid. Chordata,3.408634548648649
Bald Eagle,Unid. Mammalia,1.6527829216216217
Bald Eagle,Unid. Teleostei,10.289236245945949
Northern Harrier,Coleoptera [beetles],3.2696970000000003
Northern Harrier,Lagomorpha [lagomorphs],6.554545454545456
Northern Harrier,Passeriformes [perching birds],3.6454545454545455
Northern Harrier,Rodentia [rodents],38.97878727272727
Northern Harrier,Unid. Amphibia,1
Northern Harrier,Unid. Animalia,1.9522563727272728
Northern Harrier,Unid. Aves,24.613865272727267
Northern Harrier,Unid. Chordata,1.9277305454545453
Northern Harrier,Unid. Insecta,1.8363636363636369
Northern Harrier,Unid. Mammalia,13.506147809090908
Northern Harrier,Unid. Reptilia,1.4181818181818182
Sharp-shinned Hawk,Passeriformes [perching birds],48.34682023333335
Sharp-shinned Hawk,Passeriformes juvenile [perching birds],5.206812616666667
Sharp-shinned Hawk,"Piciformes [woodpeckers, barbets, and allies]",2.128129
Sharp-shinned Hawk,Rodentia [rodents],3.350245933333333
Sharp-shinned Hawk,Unid. Animalia,6.25555555
Sharp-shinned Hawk,Unid. Aves,33.77063493333333
Cooper's Hawk,Columbiformes [pigeons and doves],7.703036613043479
Cooper's Hawk,Galliformes [landfowl],3.022220891304348
Cooper's Hawk,Lagomorpha [lagomorphs],2.044098426086957
Cooper's Hawk,Passeriformes [perching birds],34.71263687826087
Cooper's Hawk,"Piciformes [woodpeckers, barbets, and allies]",4.087908630434783
Cooper's Hawk,Rodentia [rodents],16.329368982608695
Cooper's Hawk,Squamata [squamates],2.4140813913043475
Cooper's Hawk,Unid. Animalia,2.019538378260869
Cooper's Hawk,Unid. Aves,21.116142552173915
Cooper's Hawk,Unid. Mammalia,4.730302047826087
Northern Goshawk,Columbiformes [pigeons and doves],12.39901754
Northern Goshawk,Galliformes [landfowl],17.12647369
Northern Goshawk,Lagomorpha [lagomorphs],8.45391053
Northern Goshawk,Passeriformes [perching birds],20.61779475
Northern Goshawk,"Piciformes [woodpeckers, barbets, and allies]",2.6809122900000006
Northern Goshawk,Rodentia [rodents],13.93777546
Northern Goshawk,Unid. Aves,15.49
Northern Goshawk,Unid. Mammalia,4.53315789
Red-tailed Hawk,Anseriformes [waterfowl],3.1538
Red-tailed Hawk,Galliformes [landfowl],1.6933917515151518
Red-tailed Hawk,Lagomorpha [lagomorphs],9.066428624242423
Red-tailed Hawk,Passeriformes [perching birds],7.072046978787879
Red-tailed Hawk,Rodentia [rodents],54.67623714242425
Red-tailed Hawk,Squamata [squamates],3.6194525696969695
Red-tailed Hawk,Unid. Animalia,1.9730463393939397
Red-tailed Hawk,Unid. Aves,3.637303315151516
Red-tailed Hawk,Unid. Chordata,1.4600902636363635
Red-tailed Hawk,Unid. Mammalia,8.685376121212121
Rough-legged Hawk,Galliformes [landfowl],2.366666055555556
Rough-legged Hawk,Lagomorpha [lagomorphs],14.987226688888889
Rough-legged Hawk,Passeriformes [perching birds],4.4268143
Rough-legged Hawk,Rodentia [rodents],51.40847986666667
Rough-legged Hawk,Squamata [squamates],1.0213338333333335
Rough-legged Hawk,Unid. Animalia,4.267724866666666
Rough-legged Hawk,Unid. Aves,2.111646588888889
Rough-legged Hawk,Unid. Mammalia,18.0989418
Golden Eagle,"Accipitriformes [hawks, eagles, kites, and allies]",2.8625
Golden Eagle,Artiodactyla [even-toed ungulates],1.558125
Golden Eagle,Artiodactyla juvenile [even-toed ungulates],1.755
Golden Eagle,Carnivora [carnivorans],2.4275000000000007
Golden Eagle,Charadriiformes [shorebirds and allies],1.4200000000000002
Golden Eagle,Galliformes [landfowl],3.04532305
Golden Eagle,Lagomorpha [lagomorphs],57.43412414749999
Golden Eagle,Passeriformes [perching birds],3.833613885
Golden Eagle,"Pelecaniformes [pelicans, herons, ibises, and allies]",2.070454545
Golden Eagle,Rodentia [rodents],12.565922502500005
Golden Eagle,Unid. Aves,1.89425075
Golden Eagle,Unid. Mammalia,4.115
American Kestrel,Charadriiformes [shorebirds and allies],2.1505376333333337
American Kestrel,Coleoptera [beetles],3.975885585714286
American Kestrel,"Hemiptera [true bugs, hoppers, aphids, and allies]",1.129629628571429
American Kestrel,"Orthoptera [grasshoppers, crickets, and katydids]",6.441568433333334
American Kestrel,Passeriformes [perching birds],5.9742764571428575
American Kestrel,Rodentia [rodents],30.49582232857143
American Kestrel,Squamata [squamates],2.837462823809524
American Kestrel,Unid. Animalia,19.14813327142857
American Kestrel,Unid. Arthropoda,1.8583042857142853
American Kestrel,Unid. Aves,5.410461142857143
American Kestrel,Unid. Insecta,14.993087557142855
American Kestrel,Unid. Mammalia,4.043722557142858
Merlin,Charadriiformes [shorebirds and allies],19.386169377777776
Merlin,Passeriformes [perching birds],54.7967697
Merlin,Unid. Animalia,8.233333333333333
Merlin,Unid. Aves,15.92121768888889
Gyrfalcon,Galliformes [landfowl],46.305415
Gyrfalcon,Rodentia [rodents],3.325123
Gyrfalcon,Unid. Aves,29.919458
Gyrfalcon,Unid. Mammalia,20.45
Peregrine Falcon,Anseriformes [waterfowl],3.276354721428572
Peregrine Falcon,Charadriiformes [shorebirds and allies],12.522264892857145
Peregrine Falcon,Galliformes [landfowl],2.277069007142857
Peregrine Falcon,Galliformes juvenile [landfowl],1.0278202214285714
Peregrine Falcon,Passeriformes [perching birds],45.554521207142855
Peregrine Falcon,Passeriformes juvenile [perching birds],10.830942314285716
Peregrine Falcon,Rodentia [rodents],4.246434942857143
Peregrine Falcon,Unid. Animalia,1.4142857142857144
Peregrine Falcon,Unid. Aves,16.035714285714285
Virginia Rail,Alismatales [water plantains and allies],22.35
Virginia Rail,Amphipoda [amphipods],29.5
Virginia Rail,Basommatophora,1.65
Virginia Rail,"Caryophyllales [pinks, cactuses, and allies]",1.85
Virginia Rail,Coleoptera [beetles],15.4
Virginia Rail,Coleoptera larva [beetles],3.4000000000000004
Virginia Rail,Diptera [flies],1
Virginia Rail,Diptera larva [flies],7.95
Virginia Rail,"Hemiptera [true bugs, hoppers, aphids, and allies]",1.6
Virginia Rail,"Orthoptera [grasshoppers, crickets, and katydids]",1.1
Virginia Rail,"Poales [grasses, sedges, and allies]",5.175
Virginia Rail,Trichoptera larva [caddisflies],4.5
Virginia Rail,Unid. Clitellata,1.85
Sora,Basommatophora,1.695454545454545
Sora,"Caryophyllales [pinks, cactuses, and allies]",7.618181818181816
Sora,Coleoptera [beetles],2.2363636363636363
Sora,Lepidoptera larva [caterpillars],1.6545454545454543
Sora,"Orthoptera [grasshoppers, crickets, and katydids]",7.318181818181818
Sora,"Poales [grasses, sedges, and allies]",34.73636363636364
Sora,Unid. Animalia,16.636363636363633
Sora,Unid. Magnoliopsida,1.1727272727272728
Sora,Unid. Tracheophyta,21.31818181818182
American Coot,Alismatales [water plantains and allies],22.13636363636364
American Coot,Basommatophora,2.272727272727273
American Coot,Charales,8.272727272727273
American Coot,Cladophorales,1
American Coot,Coleoptera [beetles],4.545454545454546
American Coot,"Poales [grasses, sedges, and allies]",6.545454545454547
American Coot,"Saxifragales [saxifrages, stonecrops, and allies]",2.545454545454546
American Coot,Trichoptera larva [caddisflies],2.636363636363636
American Coot,Unid. Animalia,6.00909090909091
American Coot,Unid. Magnoliopsida,9.30909090909091
American Coot,Unid. Tracheophyta,30.454545454545453
Sandhill Crane,Coleoptera [beetles],2.6428571428571423
Sandhill Crane,"Fabales [legumes, milkworts, and allies]",2.3857142857142857
Sandhill Crane,"Fagales [beeches, oaks, walnuts, and allies]",1.164285714285714
Sandhill Crane,Lepidoptera larva [caterpillars],1.3071428571428572
Sandhill Crane,"Orthoptera [grasshoppers, crickets, and katydids]",2.667857142857144
Sandhill Crane,"Poales [grasses, sedges, and allies]",57.12499999999999
Sandhill Crane,Unid. Clitellata,17.607142857142858
Sandhill Crane,Unid. Gastropoda,4.185714285714286
Sandhill Crane,Unid. Plantae,6.964285714285714
Killdeer,Coleoptera [beetles],34.68
Killdeer,Diptera [flies],5.949999999999999
Killdeer,Diptera larva [flies],9.765
Killdeer,"Hymenoptera [ants, bees, wasps, and sawflies]",2.795
Killdeer,Odonata [dragonflies and damselflies],1.96
Killdeer,"Orthoptera [grasshoppers, crickets, and katydids]",1.02
Killdeer,"Orthoptera nymph [grasshoppers, crickets, and katydids]",7.21
Killdeer,Unid. Animalia,16.33
Killdeer,Unid. Gastropoda,9.51
Killdeer,Unid. Insecta,8.799999999999999
Killdeer,Unid. Magnoliopsida,1.98
Spotted Sandpiper,Coleoptera larva;adult [beetles],3.89
Spotted Sandpiper,"Hemiptera [true bugs, hoppers, aphids, and allies]",4.109999999999999
Spotted Sandpiper,"Orthoptera larva [grasshoppers, crickets, and katydids]",10.78
Spotted Sandpiper,Unid. Malacostraca,80.12
Lesser Yellowlegs,"Hemiptera [true bugs, hoppers, aphids, and allies]",57.49999999999999
Lesser Yellowlegs,Unid. Malacostraca,42.5
Red Knot,Diptera [flies],3.175
Red Knot,Unid. Animalia,68.525
Red Knot,Unid. Magnoliopsida,3.8
Red Knot,Unid. Malacostraca,1.725
Red Knot,Unid. Mollusca,14.75
Red Knot,Unid. Tracheophyta,7.5
Semipalmated Sandpiper,Basommatophora,2.6
Semipalmated Sandpiper,Coleoptera [beetles],14.127999999999997
Semipalmated Sandpiper,Diptera [flies],4.32
Semipalmated Sandpiper,Diptera pupa [flies],4.332
Semipalmated Sandpiper,"Hemiptera [true bugs, hoppers, aphids, and allies]",6.651999999999999
Semipalmated Sandpiper,Unid. Animalia,60.1
Semipalmated Sandpiper,Unid. Gastropoda,2.6
Semipalmated Sandpiper,Unid. Insecta,2.5
Semipalmated Sandpiper,Unid. Tracheophyta,2.4000000000000004
Least Sandpiper,Coleoptera [beetles],25
Least Sandpiper,Diptera larva [flies],75
Pectoral Sandpiper,Amphipoda [amphipods],22.3
Pectoral Sandpiper,Coleoptera [beetles],8
Pectoral Sandpiper,Diptera [flies],54.50000000000001
Pectoral Sandpiper,"Hemiptera [true bugs, hoppers, aphids, and allies]",1.3
Pectoral Sandpiper,"Hymenoptera [ants, bees, wasps, and sawflies]",2.1
Pectoral Sandpiper,Unid. Magnoliopsida,10.5
Sharp-tailed Sandpiper,Coleoptera [beetles],8.799999999999999
Sharp-tailed Sandpiper,Diptera [flies],39.1
Sharp-tailed Sandpiper,"Hymenoptera [ants, bees, wasps, and sawflies]",1.7999999999999998
Sharp-tailed Sandpiper,Trichoptera [caddisflies],11.8
Sharp-tailed Sandpiper,Unid. Magnoliopsida,3.9
Sharp-tailed Sandpiper,Unid. Malacostraca,18.1
Sharp-tailed Sandpiper,Unid. Mollusca,14.2
Stilt Sandpiper,Coleoptera [beetles],15.5
Stilt Sandpiper,Diptera larva [flies],47.5
Stilt Sandpiper,Unid. Gastropoda,7.1
Stilt Sandpiper,Unid. Magnoliopsida,29.9
Short-billed Dowitcher,Diptera [flies],3.6
Short-billed Dowitcher,Unid. Animalia,80.14000000000001
Short-billed Dowitcher,Unid. Insecta,1.78
Short-billed Dowitcher,Unid. Magnoliopsida,2.42
Short-billed Dowitcher,Unid. Malacostraca,1.22
Short-billed Dowitcher,Unid. Mollusca,4
Short-billed Dowitcher,Unid. Tracheophyta,6.8
Long-billed Dowitcher,Coleoptera [beetles],10.6
Long-billed Dowitcher,Diptera [flies],58.3
Long-billed Dowitcher,Unid. Animalia,3.2
Long-billed Dowitcher,Unid. Insecta,2
Long-billed Dowitcher,Unid. Magnoliopsida,14.000000000000002
Long-billed Dowitcher,Unid. Malacostraca,7.7
Long-billed Dowitcher,Unid. Mollusca,3.9
Wilson's Snipe,Coleoptera [beetles],2.65
Wilson's Snipe,Diptera [flies],3.366666666666667
Wilson's Snipe,"Orthoptera [grasshoppers, crickets, and katydids]",1.6666666666666667
Wilson's Snipe,Unid. Animalia,57.21666666666666
Wilson's Snipe,Unid. Clitellata,1.8833333333333333
Wilson's Snipe,Unid. Insecta,5.866666666666666
Wilson's Snipe,Unid. Magnoliopsida,12.8
Wilson's Snipe,Unid. Malacostraca,1.95
Wilson's Snipe,Unid. Mollusca,1.1166666666666667
Wilson's Snipe,Unid. Tracheophyta,10.5
Franklin's Gull,"Orthoptera [grasshoppers, crickets, and katydids]",43.4
Franklin's Gull,Unid. Animalia,51.1
Franklin's Gull,Unid. Magnoliopsida,5.5
Bonaparte's Gull,Amphipoda [amphipods],2.4
Bonaparte's Gull,Clupeiformes [herrings],1.7000000000000002
Bonaparte's Gull,Decapoda [decapods],18.3
Bonaparte's Gull,Euphausiacea [krill],10.7
Bonaparte's Gull,Phyllodocida,9.5
Bonaparte's Gull,Scorpaeniformes [mail-cheeked fishes],3.8
Bonaparte's Gull,Unid. Insecta larva,3.1
Bonaparte's Gull,Unid. Insecta pupa,47.6
Heermann's Gull,Batrachoidiformes [toadfishes],2.3
Heermann's Gull,Clupeiformes [herrings],27.9
Heermann's Gull,Phyllodocida,4.7
Heermann's Gull,Pleuronectiformes [flatfishes],16.3
Heermann's Gull,Scorpaeniformes [mail-cheeked fishes],11.6
Heermann's Gull,Teuthida,27.9
Heermann's Gull,Unid. Cephalopoda,4.7
Heermann's Gull,Unid. Chordata,4.7
Common Tern,Unid. Teleostei,100
Marbled Murrelet,Clupeiformes [herrings],38.28333333333334
Marbled Murrelet,Euphausiacea [krill],10.33
Marbled Murrelet,Perciformes [perch-like fishes],39.62333333333333
Marbled Murrelet,Scorpaeniformes [mail-cheeked fishes],1.9833333333333332
Marbled Murrelet,Teuthida,8.353333333333333
Rock Pigeon,"Poales [grasses, sedges, and allies]",95.8
Rock Pigeon,"Rosales [roses, elms, figs, and allies]",3.7
Band-tailed Pigeon,"Asparagales [agaves, orchids, irises, and allies]",1.225
Band-tailed Pigeon,"Cornales [dogwoods, hydrangeas, and allies]",2.825
Band-tailed Pigeon,"Dipsacales [honeysuckles, moschatels, and allies]",3.3000000000000003
Band-tailed Pigeon,"Ericales [heathers, balsams, primroses, and allies]",6.549999999999999
Band-tailed Pigeon,"Fabales [legumes, milkworts, and allies]",4.8
Band-tailed Pigeon,"Fagales [beeches, oaks, walnuts, and allies]",43.425
Band-tailed Pigeon,Pinales [conifers],4.4
Band-tailed Pigeon,"Poales [grasses, sedges, and allies]",12.35
Band-tailed Pigeon,"Rosales [roses, elms, figs, and allies]",16.325
Band-tailed Pigeon,Unid. Tracheophyta,1.125
Mourning Dove,"Asterales [asters, bellflowers, fanflowers, and allies]",1.65
Mourning Dove,"Brassicales [mustards, capers, and allies]",1.0566666666666669
Mourning Dove,"Caryophyllales [pinks, cactuses, and allies]",11.173333333333334
Mourning Dove,"Malpighiales [nances, willows, and allies]",8.04
Mourning Dove,"Poales [grasses, sedges, and allies]",74.47666666666667
Mourning Dove,Unid. Magnoliopsida,1.7966666666666669
Barn Owl,Rodentia [rodents],87.25321751666664
Barn Owl,Soricomorpha,8.129803322549023
Barn Owl,Unid. Mammalia,1.8700723911764707
Western Screech-Owl,Dermaptera [earwigs],2.0375
Western Screech-Owl,Passeriformes [perching birds],6.550000000000001
Western Screech-Owl,Rodentia [rodents],49.75625
Western Screech-Owl,Scorpiones [scorpions],2.875
Western Screech-Owl,Soricomorpha,1.7950000000000002
Western Screech-Owl,Unid. Animalia,1.0137500000000002
Western Screech-Owl,Unid. Aves,4.26625
Western Screech-Owl,Unid. Insecta,15.361250000000002
Western Screech-Owl,Unid. Mammalia,14.29375
Great Horned Owl,Anseriformes [waterfowl],1.6381335088495574
Great Horned Owl,Galliformes [landfowl],2.9165681469026543
Great Horned Owl,Lagomorpha [lagomorphs],21.69167850088495
Great Horned Owl,Lagomorpha juvenile [lagomorphs],2.122258704424778
Great Horned Owl,Passeriformes [perching birds],3.105669337168142
Great Horned Owl,Rodentia [rodents],55.54018759823008
Great Horned Owl,Soricomorpha,1.860414609734513
Great Horned Owl,Unid. Aves,2.4702834938053084
Great Horned Owl,Unid. Mammalia,2.7899895654867253
Snowy Owl,Anseriformes [waterfowl],5.422222222222222
Snowy Owl,Charadriiformes [shorebirds and allies],8.044444444444444
Snowy Owl,Galliformes [landfowl],1
Snowy Owl,Lagomorpha [lagomorphs],1.1888888888888889
Snowy Owl,Passeriformes [perching birds],5.259477122222223
Snowy Owl,Podicipediformes [grebes],4.088888888888889
Snowy Owl,Procellariiformes [tubenoses],2.333333333333333
Snowy Owl,Rodentia [rodents],57.51830057777777
Snowy Owl,Soricomorpha,2.2222222222222223
Snowy Owl,Unid. Aves,3.7000000000000006
Snowy Owl,Unid. Mammalia,8.666666666666666
Northern Pygmy-Owl,Passeriformes [perching birds],28.789472666666672
Northern Pygmy-Owl,Rodentia [rodents],35.02280666666667
Northern Pygmy-Owl,Soricomorpha,2.087719333333333
Northern Pygmy-Owl,Unid. Animalia,20.466666666666665
Northern Pygmy-Owl,Unid. Aves,4.6000000000000005
Northern Pygmy-Owl,Unid. Mammalia,8.466666666666667
Spotted Owl,Lagomorpha [lagomorphs],3.355882352941176
Spotted Owl,Rodentia [rodents],77.89614850000001
Spotted Owl,Unid. Animalia,1.968347323529412
Spotted Owl,Unid. Arthropoda,1.241176470588235
Spotted Owl,Unid. Aves,3.605882352941175
Spotted Owl,Unid. Insecta,4.3088235294117645
Spotted Owl,Unid. Mammalia,6.467647058823529
Barred Owl,Anura [frogs and toads],6.2880434
Barred Owl,Chiroptera [bats],1.032409090909091
Barred Owl,Decapoda [decapods],2.1703671
Barred Owl,Galliformes [landfowl],1.3302631545454544
Barred Owl,Lagomorpha [lagomorphs],1.5518072727272725
Barred Owl,Lagomorpha juvenile [lagomorphs],2.1885728363636363
Barred Owl,Passeriformes [perching birds],2.908032690909091
Barred Owl,"Piciformes [woodpeckers, barbets, and allies]",1.1399928909090908
Barred Owl,Rodentia [rodents],50.90946194545455
Barred Owl,Soricomorpha,6.532916272727272
